usine,produit,quantité,date,quantité_stock,quantite_expedié
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,493,2033-01-01,1897,398
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,498,2033-01-01,2024,399
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,487,2033-01-01,1984,400
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,251,2033-01-01,1873,402
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,540,2033-01-01,2121,403
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,511,2033-01-01,1980,404
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,460,2033-01-01,2035,405
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,550,2033-01-01,2179,406
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,456,2033-01-01,2227,408
Entonova Rotterdam Processing Hub,Barres protéinées,544,2033-01-01,2085,451
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,423,2033-01-01,2241,409
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,469,2033-01-01,2296,414
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,569,2033-01-01,2275,415
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,249,2033-01-01,2129,416
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,481,2033-01-01,2186,424
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,189,2033-01-01,1949,426
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,506,2033-01-01,2028,427
Entonova Rotterdam Processing Hub,Barres protéinées,100,2033-01-01,1795,390
Entonova Rotterdam Processing Hub,Barres protéinées,472,2033-01-01,1871,396
Entonova Rotterdam Processing Hub,Barres protéinées,498,2033-01-01,1969,400
Entonova Rotterdam Processing Hub,Barres protéinées,545,2033-01-01,2113,401
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,518,2033-01-01,2134,412
Entonova Rotterdam Processing Hub,Barres protéinées,736,2033-01-01,2310,539
Entonova Rotterdam Processing Hub,Barres protéinées,405,2033-01-01,2263,452
Entonova Rotterdam Processing Hub,Barres protéinées,619,2033-01-01,2426,456
Entonova Rotterdam Processing Hub,Barres protéinées,569,2033-01-01,2493,502
Entonova Rotterdam Processing Hub,Barres protéinées,657,2033-01-01,2646,504
Entonova Rotterdam Processing Hub,Barres protéinées,234,2033-01-01,2375,505
Entonova Rotterdam Processing Hub,Barres protéinées,625,2033-01-01,2493,507
Entonova Rotterdam Processing Hub,Barres protéinées,625,2033-01-01,2610,508
Entonova Rotterdam Processing Hub,Barres protéinées,415,2033-01-01,2515,510
Entonova Rotterdam Processing Hub,Barres protéinées,684,2033-01-01,2687,512
Entonova Rotterdam Processing Hub,Barres protéinées,183,2033-01-01,2357,513
Entonova Rotterdam Processing Hub,Barres protéinées,661,2033-01-01,2503,515
Entonova Rotterdam Processing Hub,Barres protéinées,660,2033-01-01,2647,516
Entonova Rotterdam Processing Hub,Barres protéinées,693,2033-01-01,2822,518
Entonova Rotterdam Processing Hub,Barres protéinées,173,2033-01-01,2475,520
Entonova Rotterdam Processing Hub,Barres protéinées,702,2033-01-01,2656,521
Entonova Rotterdam Processing Hub,Barres protéinées,689,2033-01-01,2822,523
Entonova Rotterdam Processing Hub,Barres protéinées,388,2033-01-01,2686,524
Entonova Rotterdam Processing Hub,Barres protéinées,244,2033-01-01,2404,526
Entonova Rotterdam Processing Hub,Barres protéinées,706,2033-01-01,2582,528
Entonova Rotterdam Processing Hub,Barres protéinées,697,2033-01-01,2748,531
Entonova Rotterdam Processing Hub,Barres protéinées,689,2033-01-01,2905,532
Entonova Rotterdam Processing Hub,Barres protéinées,275,2033-01-01,2646,534
Entonova Rotterdam Processing Hub,Barres protéinées,697,2033-01-01,2807,536
Entonova Rotterdam Processing Hub,Barres protéinées,663,2033-01-01,2970,500
Entonova Rotterdam Processing Hub,Barres protéinées,455,2033-01-01,2926,499
Entonova Rotterdam Processing Hub,Barres protéinées,59,2033-01-01,2488,497
Entonova Rotterdam Processing Hub,Barres protéinées,417,2033-01-01,2409,496
Entonova Rotterdam Processing Hub,Barres protéinées,606,2033-01-01,2558,457
Entonova Rotterdam Processing Hub,Barres protéinées,327,2033-01-01,2426,459
Entonova Rotterdam Processing Hub,Barres protéinées,229,2033-01-01,2195,460
Entonova Rotterdam Processing Hub,Barres protéinées,595,2033-01-01,2328,462
Entonova Rotterdam Processing Hub,Barres protéinées,502,2033-01-01,2365,465
Entonova Rotterdam Processing Hub,Barres protéinées,644,2033-01-01,2542,467
Entonova Rotterdam Processing Hub,Barres protéinées,33,2033-01-01,2107,468
Entonova Rotterdam Processing Hub,Barres protéinées,617,2033-01-01,2254,470
Entonova Rotterdam Processing Hub,Barres protéinées,391,2033-01-01,2173,472
Entonova Rotterdam Processing Hub,Barres protéinées,581,2033-01-01,2281,473
Entonova Rotterdam Processing Hub,Barres protéinées,559,2033-01-01,2386,454
Entonova Rotterdam Processing Hub,Barres protéinées,656,2033-01-01,2567,475
Entonova Rotterdam Processing Hub,Barres protéinées,657,2033-01-01,2746,478
Entonova Rotterdam Processing Hub,Barres protéinées,524,2033-01-01,2789,481
Entonova Rotterdam Processing Hub,Barres protéinées,236,2033-01-01,2542,483
Entonova Rotterdam Processing Hub,Barres protéinées,675,2033-01-01,2733,484
Entonova Rotterdam Processing Hub,Barres protéinées,297,2033-01-01,2544,486
Entonova Rotterdam Processing Hub,Barres protéinées,166,2033-01-01,2222,488
Entonova Rotterdam Processing Hub,Barres protéinées,632,2033-01-01,2365,489
Entonova Rotterdam Processing Hub,Barres protéinées,593,2033-01-01,2467,491
Entonova Rotterdam Processing Hub,Barres protéinées,368,2033-01-01,2343,492
Entonova Rotterdam Processing Hub,Barres protéinées,462,2033-01-01,2311,494
Entonova Rotterdam Processing Hub,Barres protéinées,580,2033-01-01,2415,476
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,219,2033-01-01,946,169
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,34,2033-01-01,812,168
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,218,2033-01-01,863,167
Entonova Kraków Insect Farm,Insectes en vrac,721,2033-01-01,1202,516
Entonova Brest Bioproduction Plant,Insectes en vrac,618,2033-01-01,1081,518
Entonova Kraków Insect Farm,Insectes en vrac,700,2033-01-01,1382,520
Entonova Kraków Insect Farm,Insectes en vrac,681,2033-01-01,1541,522
Entonova Kraków Insect Farm,Insectes en vrac,626,2033-01-01,1644,523
Entonova Kraków Insect Farm,Insectes en vrac,699,2033-01-01,1818,525
Entonova Brest Bioproduction Plant,Insectes en vrac,669,2033-01-01,1223,527
Entonova Kraków Insect Farm,Insectes en vrac,721,2033-01-01,2010,529
Entonova Brest Bioproduction Plant,Insectes en vrac,648,2033-01-01,1340,531
Entonova Brest Bioproduction Plant,Insectes en vrac,588,2033-01-01,1396,532
Entonova Kraków Insect Farm,Insectes en vrac,728,2033-01-01,2204,534
Entonova Kraków Insect Farm,Insectes en vrac,610,2033-01-01,2278,536
Entonova Kraków Insect Farm,Insectes en vrac,702,2033-01-01,2440,540
Entonova Brest Bioproduction Plant,Insectes en vrac,735,2033-01-01,1590,541
Entonova Brest Bioproduction Plant,Insectes en vrac,725,2033-01-01,1772,543
Entonova Kraków Insect Farm,Insectes en vrac,660,2033-01-01,2553,547
Entonova Kraków Insect Farm,Insectes en vrac,699,2033-01-01,2703,549
Entonova Brest Bioproduction Plant,Insectes en vrac,701,2033-01-01,1923,550
Entonova Kraków Insect Farm,Insectes en vrac,678,2033-01-01,2829,552
Entonova Brest Bioproduction Plant,Insectes en vrac,748,2033-01-01,2117,554
Entonova Kraków Insect Farm,Insectes en vrac,656,2033-01-01,2929,556
Entonova Kraków Insect Farm,Insectes en vrac,161,2033-01-01,2576,514
Entonova Brest Bioproduction Plant,Insectes en vrac,594,2033-01-01,2198,513
Entonova Kraków Insect Farm,Insectes en vrac,354,2033-01-01,2419,511
Entonova Kraków Insect Farm,Insectes en vrac,702,2033-01-01,2612,509
Entonova Kraków Insect Farm,Insectes en vrac,98,2033-01-01,2246,464
Entonova Brest Bioproduction Plant,Insectes en vrac,392,2033-01-01,2124,466
Entonova Brest Bioproduction Plant,Insectes en vrac,552,2033-01-01,2208,468
Entonova Brest Bioproduction Plant,Insectes en vrac,608,2033-01-01,2345,471
Entonova Kraków Insect Farm,Insectes en vrac,643,2033-01-01,2414,475
Entonova Brest Bioproduction Plant,Insectes en vrac,641,2033-01-01,2509,477
Entonova Kraków Insect Farm,Insectes en vrac,653,2033-01-01,2589,478
Entonova Brest Bioproduction Plant,Insectes en vrac,161,2033-01-01,2190,480
Entonova Kraków Insect Farm,Insectes en vrac,441,2033-01-01,2548,482
Entonova Brest Bioproduction Plant,Insectes en vrac,594,2033-01-01,2300,484
Entonova Kraków Insect Farm,Insectes en vrac,704,2033-01-01,2694,558
Entonova Brest Bioproduction Plant,Insectes en vrac,675,2033-01-01,2489,486
Entonova Brest Bioproduction Plant,Insectes en vrac,336,2033-01-01,2336,489
Entonova Brest Bioproduction Plant,Insectes en vrac,671,2033-01-01,2516,491
Entonova Brest Bioproduction Plant,Insectes en vrac,424,2033-01-01,2445,495
Entonova Kraków Insect Farm,Insectes en vrac,546,2033-01-01,2744,496
Entonova Brest Bioproduction Plant,Insectes en vrac,685,2033-01-01,2632,498
Entonova Brest Bioproduction Plant,Insectes en vrac,668,2033-01-01,2800,500
Entonova Kraków Insect Farm,Insectes en vrac,616,2033-01-01,2858,502
Entonova Kraków Insect Farm,Insectes en vrac,657,2033-01-01,3011,504
Entonova Brest Bioproduction Plant,Insectes en vrac,520,2033-01-01,2815,505
Entonova Kraków Insect Farm,Insectes en vrac,59,2033-01-01,2563,507
Entonova Kraków Insect Farm,Insectes en vrac,537,2033-01-01,2613,487
Entonova Kraków Insect Farm,Insectes en vrac,27,2033-01-01,2187,453
Entonova Kraków Insect Farm,Insectes en vrac,639,2033-01-01,2267,559
Entonova Brest Bioproduction Plant,Insectes en vrac,395,2033-01-01,2647,563
Entonova Kraków Insect Farm,Insectes en vrac,700,2033-01-01,2354,613
Entonova Brest Bioproduction Plant,Insectes en vrac,739,2033-01-01,2771,615
Entonova Brest Bioproduction Plant,Insectes en vrac,721,2033-01-01,2875,617
Entonova Kraków Insect Farm,Insectes en vrac,702,2033-01-01,2437,619
Entonova Brest Bioproduction Plant,Insectes en vrac,853,2033-01-01,3106,622
Entonova Kraków Insect Farm,Insectes en vrac,790,2033-01-01,2603,624
Entonova Kraków Insect Farm,Insectes en vrac,725,2033-01-01,2702,626
Entonova Kraków Insect Farm,Insectes en vrac,821,2033-01-01,2895,628
Entonova Brest Bioproduction Plant,Insectes en vrac,851,2033-01-01,3322,635
Entonova Brest Bioproduction Plant,Insectes en vrac,763,2033-01-01,3448,637
Entonova Brest Bioproduction Plant,Insectes en vrac,878,2033-01-01,3684,642
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2033-01-01,1927,348
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,98,2033-01-01,1675,350
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,487,2033-01-01,1811,351
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,496,2033-01-01,1950,357
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,494,2033-01-01,2086,358
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2033-01-01,1773,361
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,481,2033-01-01,1892,362
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,409,2033-01-01,2129,366
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,485,2033-01-01,2006,371
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,516,2033-01-01,2150,372
Entonova Brest Bioproduction Plant,Insectes en vrac,216,2033-01-01,3288,612
Entonova Brest Bioproduction Plant,Insectes en vrac,846,2033-01-01,3524,610
Entonova Kraków Insect Farm,Insectes en vrac,836,2033-01-01,3123,608
Entonova Kraków Insect Farm,Insectes en vrac,801,2033-01-01,3318,606
Entonova Brest Bioproduction Plant,Insectes en vrac,251,2033-01-01,3210,565
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2643,567
Entonova Kraków Insect Farm,Insectes en vrac,137,2033-01-01,2887,568
Entonova Kraków Insect Farm,Insectes en vrac,568,2033-01-01,2885,570
Entonova Kraków Insect Farm,Insectes en vrac,750,2033-01-01,3063,572
Entonova Brest Bioproduction Plant,Insectes en vrac,732,2033-01-01,2801,574
Entonova Kraków Insect Farm,Insectes en vrac,157,2033-01-01,2644,576
Entonova Brest Bioproduction Plant,Insectes en vrac,559,2033-01-01,2783,577
Entonova Kraków Insect Farm,Insectes en vrac,765,2033-01-01,2830,579
Entonova Brest Bioproduction Plant,Insectes en vrac,706,2033-01-01,2908,581
Entonova Brest Bioproduction Plant,Insectes en vrac,736,2033-01-01,3083,561
Entonova Brest Bioproduction Plant,Insectes en vrac,452,2033-01-01,2952,583
Entonova Kraków Insect Farm,Insectes en vrac,425,2033-01-01,2669,586
Entonova Brest Bioproduction Plant,Insectes en vrac,740,2033-01-01,3104,588
Entonova Brest Bioproduction Plant,Insectes en vrac,641,2033-01-01,3155,590
Entonova Brest Bioproduction Plant,Insectes en vrac,745,2033-01-01,3308,592
Entonova Brest Bioproduction Plant,Insectes en vrac,597,2033-01-01,3311,594
Entonova Brest Bioproduction Plant,Insectes en vrac,134,2033-01-01,2850,595
Entonova Brest Bioproduction Plant,Insectes en vrac,722,2033-01-01,2975,597
Entonova Brest Bioproduction Plant,Insectes en vrac,809,2033-01-01,3183,601
Entonova Brest Bioproduction Plant,Insectes en vrac,752,2033-01-01,3332,603
Entonova Kraków Insect Farm,Insectes en vrac,666,2033-01-01,2731,604
Entonova Kraków Insect Farm,Insectes en vrac,708,2033-01-01,2854,585
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,455,2033-01-01,2232,373
Entonova Kraków Insect Farm,Insectes en vrac,0,2033-01-01,2403,451
Entonova Kraków Insect Farm,Insectes en vrac,322,2033-01-01,2279,446
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,619,2033-01-01,2326,495
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,669,2033-01-01,2499,496
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,663,2033-01-01,2664,498
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,642,2033-01-01,2141,500
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,251,2033-01-01,2480,435
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,679,2033-01-01,2316,504
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,674,2033-01-01,2649,505
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,549,2033-01-01,2358,507
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,682,2033-01-01,2822,509
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,323,2033-01-01,2634,511
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,655,2033-01-01,2500,513
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,646,2033-01-01,2766,514
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,644,2033-01-01,2894,516
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,666,2033-01-01,3042,518
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,118,2033-01-01,2640,520
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,570,2033-01-01,2688,522
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,542,2033-01-01,2707,523
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,704,2033-01-01,2679,525
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,588,2033-01-01,2768,527
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,286,2033-01-01,2436,529
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,412,2033-01-01,2649,531
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,637,2033-01-01,2580,493
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,516,2033-01-01,2674,491
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,576,2033-01-01,2761,489
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2033-01-01,2275,486
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,725,2033-01-01,2226,628
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,799,2033-01-01,2395,630
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,740,2033-01-01,2504,631
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,841,2033-01-01,2438,635
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,756,2033-01-01,2623,637
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,730,2033-01-01,2528,640
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,738,2033-01-01,2624,642
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,608,2033-01-01,2439,444
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2033-01-01,2132,448
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,599,2033-01-01,2281,450
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,712,2033-01-01,2617,534
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,293,2033-01-01,2453,457
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,624,2033-01-01,2445,460
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,357,2033-01-01,2344,466
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,331,2033-01-01,2206,469
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,633,2033-01-01,2368,471
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,350,2033-01-01,2322,473
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,403,2033-01-01,2250,475
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,603,2033-01-01,2494,477
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,597,2033-01-01,2369,478
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,441,2033-01-01,2455,480
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,600,2033-01-01,2487,482
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,588,2033-01-01,2616,459
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2882,450
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,614,2033-01-01,2531,538
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,703,2033-01-01,2693,541
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,733,2033-01-01,2834,592
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,818,2033-01-01,3058,594
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,307,2033-01-01,2770,595
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,673,2033-01-01,2692,597
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,673,2033-01-01,2766,599
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,805,2033-01-01,2970,601
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,743,2033-01-01,2910,603
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,777,2033-01-01,3083,604
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,773,2033-01-01,3250,606
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,655,2033-01-01,3017,608
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,360,2033-01-01,3000,610
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,814,2033-01-01,3202,612
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,758,2033-01-01,3345,615
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,863,2033-01-01,3586,622
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,559,2033-01-01,3517,628
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,648,2033-01-01,3532,633
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,841,2033-01-01,3223,635
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,892,2033-01-01,3784,640
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,820,2033-01-01,3397,646
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,136,2033-01-01,3269,651
Entonova Kraków Insect Farm,Insectes en vrac,246,2033-01-01,2081,444
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2033-01-01,2679,590
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,238,2033-01-01,3047,588
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,656,2033-01-01,2750,585
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,193,2033-01-01,2657,583
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,757,2033-01-01,2871,543
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,524,2033-01-01,2850,545
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,762,2033-01-01,2965,547
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,732,2033-01-01,3033,549
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,455,2033-01-01,2870,550
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,325,2033-01-01,2643,552
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,759,2033-01-01,2848,554
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,362,2033-01-01,2654,556
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,771,2033-01-01,2867,558
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,377,2033-01-01,2851,559
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,618,2033-01-01,2945,540
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,720,2033-01-01,3104,561
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,750,2033-01-01,3036,565
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,775,2033-01-01,3244,567
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,376,2033-01-01,3052,568
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,433,2033-01-01,2915,570
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,256,2033-01-01,2788,572
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,725,2033-01-01,3066,574
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,412,2033-01-01,2624,576
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,748,2033-01-01,2795,577
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,792,2033-01-01,3279,579
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,741,2033-01-01,2955,581
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,526,2033-01-01,3242,563
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,766,2033-01-01,2766,624
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2033-01-01,2390,376
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,220,2033-01-01,2228,382
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2033-01-01,1554,295
Entonova Brest Bioproduction Plant,Huile d'insectes,176,2033-01-01,1434,296
Entonova Brest Bioproduction Plant,Huile d'insectes,414,2033-01-01,1551,297
Entonova Brest Bioproduction Plant,Huile d'insectes,393,2033-01-01,1646,298
Entonova Brest Bioproduction Plant,Huile d'insectes,69,2033-01-01,1416,299
Entonova Brest Bioproduction Plant,Huile d'insectes,279,2033-01-01,1395,300
Entonova Brest Bioproduction Plant,Huile d'insectes,410,2033-01-01,1504,301
Entonova Brest Bioproduction Plant,Huile d'insectes,387,2033-01-01,1589,302
Entonova Brest Bioproduction Plant,Huile d'insectes,336,2033-01-01,1622,303
Entonova Brest Bioproduction Plant,Huile d'insectes,188,2033-01-01,1506,304
Entonova Brest Bioproduction Plant,Huile d'insectes,299,2033-01-01,1500,305
Entonova Brest Bioproduction Plant,Huile d'insectes,315,2033-01-01,1509,306
Entonova Brest Bioproduction Plant,Huile d'insectes,409,2033-01-01,1611,307
Entonova Brest Bioproduction Plant,Huile d'insectes,144,2033-01-01,1447,308
Entonova Brest Bioproduction Plant,Huile d'insectes,407,2033-01-01,1545,309
Entonova Brest Bioproduction Plant,Huile d'insectes,412,2033-01-01,1647,310
Entonova Brest Bioproduction Plant,Huile d'insectes,429,2033-01-01,1765,311
Entonova Brest Bioproduction Plant,Huile d'insectes,15,2033-01-01,1468,312
Entonova Brest Bioproduction Plant,Huile d'insectes,381,2033-01-01,1536,313
Entonova Brest Bioproduction Plant,Huile d'insectes,219,2033-01-01,1441,314
Entonova Brest Bioproduction Plant,Huile d'insectes,314,2033-01-01,1440,315
Entonova Brest Bioproduction Plant,Huile d'insectes,310,2033-01-01,1456,294
Entonova Brest Bioproduction Plant,Huile d'insectes,373,2033-01-01,1536,293
Entonova Brest Bioproduction Plant,Huile d'insectes,389,2033-01-01,1633,292
Entonova Brest Bioproduction Plant,Huile d'insectes,137,2033-01-01,1479,291
Entonova Brest Bioproduction Plant,Huile d'insectes,326,2033-01-01,1538,267
Entonova Brest Bioproduction Plant,Huile d'insectes,67,2033-01-01,1337,268
Entonova Brest Bioproduction Plant,Huile d'insectes,349,2033-01-01,1417,269
Entonova Brest Bioproduction Plant,Huile d'insectes,153,2033-01-01,1300,270
Entonova Brest Bioproduction Plant,Huile d'insectes,364,2033-01-01,1393,271
Entonova Brest Bioproduction Plant,Huile d'insectes,162,2033-01-01,1282,273
Entonova Brest Bioproduction Plant,Huile d'insectes,329,2033-01-01,1336,275
Entonova Brest Bioproduction Plant,Huile d'insectes,274,2033-01-01,1334,276
Entonova Brest Bioproduction Plant,Huile d'insectes,261,2033-01-01,1318,277
Entonova Brest Bioproduction Plant,Huile d'insectes,340,2033-01-01,1380,278
Entonova Brest Bioproduction Plant,Huile d'insectes,400,2033-01-01,1464,316
Entonova Brest Bioproduction Plant,Huile d'insectes,271,2033-01-01,1456,279
Entonova Brest Bioproduction Plant,Huile d'insectes,388,2033-01-01,1563,281
Entonova Brest Bioproduction Plant,Huile d'insectes,132,2033-01-01,1413,282
Entonova Brest Bioproduction Plant,Huile d'insectes,387,2033-01-01,1517,283
Entonova Brest Bioproduction Plant,Huile d'insectes,128,2033-01-01,1361,284
Entonova Brest Bioproduction Plant,Huile d'insectes,388,2033-01-01,1464,285
Entonova Brest Bioproduction Plant,Huile d'insectes,151,2033-01-01,1329,286
Entonova Brest Bioproduction Plant,Huile d'insectes,372,2033-01-01,1414,287
Entonova Brest Bioproduction Plant,Huile d'insectes,367,2033-01-01,1493,288
Entonova Brest Bioproduction Plant,Huile d'insectes,237,2033-01-01,1441,289
